CryoSleep,VIP,Transported,TotalSpent,Earth,Europa,Mars,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,P,S
1,0,1,0,0,1,0,0,0,1,1,0
0,1,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,672,1,0,0,0,0,1,0,1
0,0,0,145,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,704,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,875,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,483,1,0,0,1,0,0,0,1
0,0,0,1364,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0,0,1,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,20961,0,1,0,0,0,1,1,0
0,0,0,3883,0,1,0,1,0,0,0,1
0,0,0,4,1,0,0,0,0,1,0,1
0,1,0,2092,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,627,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,233,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,488,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,3471,0,1,0,1,0,0,0,1
0,0,0,688,1,0,0,0,1,0,1,0
0,0,0,1,1,0,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,0,563,1,0,0,0,0,1,0,1
0,0,0,667,1,0,0,1,0,0,0,1
0,0,0,1796,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,1,1,0
0,0,0,1509,1,0,0,0,0,1,1,0
0,0,1,0,0,1,0,0,0,1,0,1
0,0,0,619,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,771,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,11711,0,1,0,0,0,1,1,0
0,0,1,649,0,0,1,0,0,1,1,0
0,0,1,55,1,0,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,715,1,0,0,0,1,0,0,1
0,0,0,300,0,0,1,0,0,1,0,1
0,0,0,1008,0,0,1,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,672,1,0,0,0,1,0,0,1
0,0,0,533,0,0,1,0,0,1,1,0
0,0,0,1961,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
0,0,1,367,1,0,0,0,1,0,0,1
0,0,1,4,0,0,1,0,0,1,1,0
0,0,0,467,1,0,0,0,0,1,0,1
1,0,0,591,0,0,1,0,0,1,1,0
0,0,0,1166,0,0,1,0,0,1,0,1
0,0,0,1513,0,1,0,1,0,0,1,0
0,1,0,3381,0,1,0,0,0,1,1,0
1,0,1,7,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,797,1,0,0,0,0,1,1,0
0,0,0,791,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,488,1,0,0,1,0,0,1,0
0,0,0,534,1,0,0,0,0,1,1,0
0,1,0,6807,0,1,0,0,0,1,0,1
0,0,1,359,1,0,0,0,0,1,1,0
0,0,0,533,1,0,0,1,0,0,1,0
0,0,1,819,0,1,0,0,0,1,0,1
0,0,1,12,1,0,0,0,1,0,1,0
0,0,1,2992,0,1,0,1,0,0,0,1
0,0,0,2647,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,71,1,0,0,0,0,1,1,0
0,0,0,5005,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,753,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,741,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,168,0,1,0,0,0,1,0,1
0,0,0,1049,0,0,1,0,0,1,0,1
0,0,0,3466,0,1,0,1,0,0,1,0
0,0,1,288,0,1,0,0,0,1,1,0
0,0,1,702,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,774,1,0,0,0,0,1,1,0
0,0,1,7,1,0,0,0,0,1,0,1
0,0,1,514,0,1,0,0,0,1,0,1
0,0,0,9,1,0,0,0,1,0,0,1
0,0,0,201,1,0,0,1,0,0,1,0
0,0,1,815,0,0,1,0,0,1,0,1
0,0,0,760,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,3080,0,1,0,0,0,1,0,1
0,0,0,45,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1133,1,0,0,0,0,1,0,1
0,0,0,435,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,370,1,0,0,0,0,1,0,1
0,0,0,195,1,0,0,0,0,1,0,1
0,0,0,230,1,0,0,1,0,0,1,0
0,0,0,1875,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,569,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,712,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,676,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,1,0
0,0,1,57,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,900,0,0,1,0,0,1,1,0
0,0,0,6848,0,1,0,0,0,1,1,0
0,0,0,1233,0,0,1,0,0,1,1,0
1,1,1,0,0,0,1,0,0,1,1,0
0,0,0,3739,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,5467,0,1,0,0,0,1,1,0
0,0,0,1352,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,629,1,0,0,1,0,0,1,0
0,0,0,1133,1,0,0,0,0,1,0,1
0,0,0,879,0,1,0,1,0,0,0,1
0,0,1,121,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,406,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,1303,0,1,0,1,0,0,1,0
0,0,1,654,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1273,0,0,1,0,0,1,0,1
0,0,0,907,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,53,1,0,0,1,0,0,0,1
0,0,0,1765,1,0,0,0,0,1,1,0
0,0,1,3,1,0,0,0,0,1,0,1
0,0,0,586,1,0,0,0,0,1,0,1
0,0,1,876,0,1,0,0,0,1,1,0
0,0,1,56,1,0,0,0,0,1,1,0
0,0,1,674,1,0,0,0,1,0,0,1
0,0,0,793,1,0,0,0,0,1,1,0
0,0,0,68,1,0,0,0,0,1,1,0
0,0,0,1821,0,1,0,0,0,1,0,1
0,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,99,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,4114,0,1,0,0,0,1,0,1
0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,753,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,645,1,0,0,0,0,1,1,0
0,0,0,421,1,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,18037,0,1,0,1,0,0,0,1
0,0,1,409,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,616,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,233,0,0,1,0,0,1,0,1
0,0,0,3043,1,0,0,0,1,0,1,0
0,0,1,2092,0,1,0,1,0,0,0,1
0,0,1,698,1,0,0,0,0,1,1,0
0,0,0,4073,0,1,0,0,0,1,0,1
0,0,0,4113,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,1,722,1,0,0,1,0,0,0,1
0,0,0,404,1,0,0,0,0,1,0,1
0,0,1,20,1,0,0,1,0,0,1,0
0,0,0,3030,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,788,1,0,0,0,0,1,1,0
0,0,0,685,1,0,0,0,0,1,1,0
1,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1592,0,1,0,0,0,1,1,0
0,0,1,2415,0,1,0,1,0,0,0,1
0,0,0,771,1,0,0,0,0,1,1,0
0,0,0,2614,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,624,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1586,1,0,0,0,0,1,0,1
0,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,1,6,1,0,0,0,0,1,0,1
0,0,0,1034,0,0,1,0,0,1,1,0
0,0,0,1404,1,0,0,0,0,1,1,0
0,0,0,1176,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,794,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,1,1,709,0,1,0,0,1,0,0,1
0,0,0,710,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,1,29,0,1,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,14,1,0,0,1,0,0,1,0
0,0,0,688,1,0,0,0,1,0,0,1
0,0,1,1492,1,0,0,0,1,0,1,0
0,0,1,3033,0,1,0,0,0,1,0,1
0,0,0,299,1,0,0,0,0,1,1,0
0,0,0,10403,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,3537,1,0,0,0,0,1,0,1
0,0,0,1174,0,0,1,0,0,1,0,1
0,0,1,1037,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,44,1,0,0,0,1,0,0,1
0,0,0,1464,1,0,0,0,0,1,1,0
0,0,0,279,1,0,0,0,0,1,0,1
0,0,1,679,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,5,1,0,0,0,1,0,1,0
0,1,1,1859,0,1,0,0,0,1,1,0
0,0,1,49,1,0,0,0,0,1,1,0
0,0,0,483,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,31,1,0,0,0,0,1,0,1
0,0,1,732,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,1,0
0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,494,1,0,0,0,0,1,0,1
0,0,0,564,1,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,813,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,461,1,0,0,0,0,1,1,0
0,0,0,2569,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,40,0,0,1,1,0,0,1,0
0,0,0,788,1,0,0,0,0,1,0,1
0,0,0,810,0,0,1,0,1,0,1,0
0,0,0,577,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,0,0,0,1,1,0,0,1,0
0,0,0,388,1,0,0,0,0,1,1,0
0,1,0,4402,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,1,0,2519,0,1,0,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,1
0,0,0,5481,0,1,0,1,0,0,0,1
0,0,0,863,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,489,1,0,0,1,0,0,0,1
0,0,0,909,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,2386,0,0,1,1,0,0,0,1
0,0,0,832,1,0,0,1,0,0,0,1
0,0,1,140,0,0,1,0,0,1,0,1
0,0,0,1431,0,1,0,0,0,1,1,0
0,0,1,1,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,1,0,0,1,0
0,1,0,7084,0,1,0,1,0,0,0,1
0,0,0,461,0,0,1,0,0,1,0,1
0,0,0,2019,0,0,1,0,0,1,0,1
0,0,1,525,0,1,0,0,0,1,0,1
0,0,0,855,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,318,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,2505,0,1,0,0,0,1,1,0
0,0,1,193,0,0,1,1,0,0,0,1
0,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,907,0,1,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,1,90,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1930,1,0,0,0,0,1,0,1
0,1,1,2303,0,1,0,0,0,1,0,1
0,0,0,728,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,993,0,1,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,390,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,748,1,0,0,0,0,1,1,0
0,0,1,45,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,822,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,0,0,2330,1,0,0,0,0,1,0,1
0,0,1,1049,1,0,0,0,0,1,1,0
0,0,0,512,1,0,0,0,1,0,1,0
0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,761,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,1,0,2782,0,0,1,0,0,1,0,1
0,0,1,97,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,2538,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,34,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,90,1,0,0,0,0,1,1,0
0,0,0,11,1,0,0,0,0,1,1,0
0,0,0,357,0,0,1,0,0,1,1,0
0,0,1,3877,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,308,1,0,0,0,1,0,0,1
0,0,1,115,1,0,0,1,0,0,0,1
0,0,1,128,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,4069,0,1,0,0,0,1,1,0
0,0,1,368,1,0,0,0,0,1,0,1
0,0,0,273,1,0,0,0,0,1,1,0
0,0,0,4802,0,1,0,0,0,1,1,0
0,0,1,688,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,381,1,0,0,0,1,0,0,1
0,0,1,176,0,0,1,0,0,1,1,0
0,0,1,810,1,0,0,0,0,1,1,0
0,1,0,442,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,921,1,0,0,0,0,1,0,1
0,0,0,775,1,0,0,1,0,0,1,0
0,0,0,1914,1,0,0,0,0,1,0,1
0,0,0,769,0,1,0,0,0,1,1,0
0,0,1,714,0,1,0,0,0,1,0,1
0,1,1,1522,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,105,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,1247,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,10508,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,2937,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,55,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,755,1,0,0,1,0,0,1,0
0,0,0,2055,1,0,0,0,0,1,0,1
0,0,0,443,0,0,1,1,0,0,0,1
0,0,1,211,0,1,0,1,0,0,0,1
0,0,1,151,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1580,1,0,0,1,0,0,1,0
0,0,0,1804,0,0,1,0,0,1,0,1
0,0,0,789,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,775,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,3194,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,1224,1,0,0,1,0,0,0,1
0,0,0,33,0,0,1,0,1,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,27,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,782,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,5959,0,0,1,0,0,1,1,0
0,0,0,3778,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,35,1,0,0,0,0,1,1,0
0,0,0,384,1,0,0,1,0,0,1,0
0,0,0,24333,0,1,0,1,0,0,0,1
0,0,0,701,1,0,0,0,0,1,0,1
0,0,0,567,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,1,1,0,0,1,0,0,0,1,0,1
0,0,0,1600,0,0,1,0,0,1,1,0
0,0,0,697,0,1,0,1,0,0,1,0
0,0,0,713,1,0,0,0,1,0,1,0
1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,380,1,0,0,0,0,1,1,0
1,0,0,1701,1,0,0,0,0,1,1,0
0,0,1,62,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,1,0,0,1,0,1,0
0,0,0,1710,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,764,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,810,1,0,0,0,0,1,0,1
0,0,0,9843,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,2,0,0,1,0,0,1,1,0
0,1,1,63,0,1,0,1,0,0,1,0
0,0,0,41,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,565,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,568,0,1,0,0,0,1,0,1
0,0,1,4090,0,1,0,0,0,1,1,0
0,0,0,2164,0,0,1,0,0,1,0,1
0,0,0,186,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1170,1,0,0,0,0,1,0,1
0,0,0,758,1,0,0,0,0,1,1,0
0,0,0,878,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,908,1,0,0,0,0,1,1,0
0,0,0,768,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,325,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,715,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,1118,0,0,1,0,0,1,1,0
0,0,1,319,1,0,0,1,0,0,1,0
0,0,0,699,0,0,1,0,0,1,1,0
0,0,0,1657,0,0,1,0,0,1,1,0
0,0,0,776,1,0,0,0,0,1,0,1
0,0,0,3970,0,1,0,0,0,1,0,1
0,0,1,81,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
0,0,1,380,1,0,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1716,1,0,0,1,0,0,1,0
0,0,1,212,0,1,0,1,0,0,0,1
0,0,0,886,1,0,0,0,0,1,1,0
0,0,1,95,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,512,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,1260,0,0,1,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,3,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,76,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,0,0,1,0,0,0,1,1,0
0,0,0,3148,0,0,1,0,0,1,0,1
0,0,0,802,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,7460,0,1,0,1,0,0,1,0
0,0,0,934,1,0,0,0,0,1,1,0
0,0,0,2232,0,1,0,0,0,1,0,1
0,0,1,59,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,1,0,0,1,1,0
0,0,1,127,1,0,0,0,0,1,0,1
0,0,0,347,1,0,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0,1,1,0
0,0,0,1023,1,0,0,0,0,1,1,0
0,0,0,724,1,0,0,0,0,1,0,1
0,0,0,215,1,0,0,0,0,1,1,0
0,0,1,5,1,0,0,0,0,1,0,1
0,0,0,4990,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,1,0
0,0,0,994,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,613,1,0,0,0,0,1,0,1
0,0,0,664,1,0,0,0,0,1,1,0
0,0,0,432,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,1191,1,0,0,0,1,0,1,0
0,0,0,809,1,0,0,0,0,1,1,0
0,0,0,241,1,0,0,0,0,1,1,0
0,0,0,560,1,0,0,1,0,0,0,1
0,0,0,1294,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,2142,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,1,0,554,1,0,0,0,0,1,0,1
0,0,0,256,1,0,0,1,0,0,1,0
0,0,0,824,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,775,1,0,0,0,0,1,1,0
0,0,1,151,0,1,0,0,0,1,0,1
0,0,1,323,0,1,0,0,0,1,1,0
0,0,0,1996,0,0,1,1,0,0,0,1
0,0,1,1771,0,1,0,0,0,1,1,0
0,0,0,6295,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
